Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital_Federal,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
1073,San Luis Rio Colorado,1815,1960,2087,2237,147,908,321,676,542,559,54.4%,1216,609,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,61,609
1074,San Luis Rio Colorado,2062,2226,2371,2542,124,1052,179,771,574,498,46.6%,1184,593,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,60,593
1075,San Luis Rio Colorado,2287,2469,2630,2820,184,1213,398,806,755,750,59.0%,1663,832,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,84,832
1076,San Luis Rio Colorado,1962,2118,2256,2419,49,715,291,601,763,494,57.4%,1388,695,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,70,695
1077,San Luis Rio Colorado,707,763,813,871,26,404,56,249,257,161,52.9%,460,231,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,24,231
1078,San Luis Rio Colorado,888,959,1021,1094,31,522,155,355,217,205,42.6%,466,234,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,24,234
1079,San Luis Rio Colorado,2699,2914,3103,3327,186,1187,361,1177,913,659,52.2%,1736,869,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,87,869
1080,San Luis Rio Colorado,2517,2718,2894,3103,73,1001,342,887,834,839,59.6%,1848,925,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,93,925
1081,San Luis Rio Colorado,2443,2638,2809,3012,166,1026,368,1142,739,656,51.2%,1541,771,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,78,771
1082,San Luis Rio Colorado,1278,1380,1469,1574,74,464,268,501,446,276,50.6%,797,399,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,40,399
1083,San Luis Rio Colorado,1384,1494,1591,1705,37,516,275,492,339,321,42.7%,728,365,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,37,365
1084,San Luis Rio Colorado,682,736,784,840,45,317,78,227,176,219,51.9%,436,219,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,22,219
1085,San Luis Rio Colorado,2980,3218,3426,3673,144,1428,527,1103,905,1235,64.4%,2365,1183,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,12,119,1183
1086,San Luis Rio Colorado,2880,3110,3311,3550,147,1155,434,1364,729,721,45.1%,1601,801,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,81,801
1087,San Luis Rio Colorado,1318,1423,1515,1624,72,682,192,515,368,358,49.4%,801,401,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,41,401
1088,San Luis Rio Colorado,2685,2899,3087,3310,223,1273,514,911,1038,768,60.3%,1995,998,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,100,998
1089,San Luis Rio Colorado,1780,1922,2046,2193,140,773,204,594,516,683,60.4%,1324,663,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,67,663
1090,San Luis Rio Colorado,2355,2543,2708,2903,100,874,241,1041,583,814,53.2%,1543,772,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,78,772
1091,San Luis Rio Colorado,1972,2129,2267,2430,135,864,219,1111,455,444,40.8%,992,497,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,50,497
1092,San Luis Rio Colorado,2966,3203,3410,3656,162,1552,344,1058,629,725,40.9%,1495,748,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,75,748
1093,San Luis Rio Colorado,1888,2039,2171,2328,103,835,244,734,509,460,46.0%,1070,536,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,54,536
1094,San Luis Rio Colorado,2725,2943,3133,3359,207,1133,546,1176,1049,809,61.1%,2053,1027,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,103,1027
1095,San Luis Rio Colorado,1374,1483,1580,1694,58,512,150,720,372,409,50.9%,863,432,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,44,432
1096,San Luis Rio Colorado,2247,2426,2584,2771,77,1055,200,1052,554,731,51.2%,1419,710,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,71,710
1097,San Luis Rio Colorado,2654,2866,3052,3272,94,1564,283,853,1160,762,64.9%,2123,1062,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,107,1062
1098,San Luis Rio Colorado,1223,1320,1406,1507,52,484,108,416,374,493,63.5%,957,479,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,48,479
1099,San Luis Rio Colorado,2156,2328,2479,2658,102,932,279,759,740,798,63.9%,1699,850,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,85,850
1100,San Luis Rio Colorado,605,653,695,744,46,308,118,270,231,145,55.7%,414,208,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,21,208
1101,San Luis Rio Colorado,1967,2124,2262,2425,70,1083,230,821,601,571,53.4%,1295,648,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,65,648
1102,San Luis Rio Colorado,2003,2163,2303,2469,56,978,187,888,659,632,57.8%,1425,713,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,72,713
1103,San Luis Rio Colorado,2143,2314,2464,2642,84,765,504,953,622,435,44.2%,1167,584,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,59,584
1104,San Luis Rio Colorado,1539,1662,1769,1896,47,564,179,846,368,370,43.0%,814,408,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,41,408
1105,San Luis Rio Colorado,590,637,678,726,28,235,88,307,165,110,41.7%,303,152,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,16,152
1106,San Luis Rio Colorado,2371,2560,2726,2923,179,1227,495,889,935,766,64.3%,1879,940,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,94,940
1107,San Luis Rio Colorado,1072,1157,1232,1320,44,486,153,447,250,236,40.7%,536,269,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,27,269
1108,San Luis Rio Colorado,1502,1622,1727,1851,45,702,230,679,285,403,41.1%,759,380,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,38,380
1109,San Luis Rio Colorado,2088,2255,2401,2574,193,1122,320,647,818,621,61.8%,1589,795,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,80,795
1110,San Luis Rio Colorado,2452,2648,2819,3022,93,1419,267,837,924,588,55.3%,1670,836,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,84,836
1111,San Luis Rio Colorado,1391,1502,1599,1714,74,789,210,400,350,424,49.8%,854,428,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,43,428
1112,San Luis Rio Colorado,1652,1784,1899,2036,136,757,325,788,360,389,40.7%,827,414,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,42,414
1113,San Luis Rio Colorado,613,662,704,754,32,286,67,194,173,240,60.4%,455,228,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,23,228
1114,San Luis Rio Colorado,2669,2882,3069,3291,150,1346,180,968,1021,905,64.7%,2128,1065,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,107,1065
1115,San Luis Rio Colorado,1604,1732,1844,1977,96,591,323,715,386,374,42.5%,839,420,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,42,420
1116,San Luis Rio Colorado,2850,3078,3277,3514,113,1076,584,1066,1149,715,58.6%,2059,1030,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,103,1030
1117,San Luis Rio Colorado,2380,2570,2737,2935,141,825,242,1002,817,766,59.6%,1748,875,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,88,875
1118,San Luis Rio Colorado,1441,1556,1657,1776,108,791,137,477,348,465,50.6%,898,450,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,45,450
1119,San Luis Rio Colorado,732,790,841,901,29,260,75,388,181,153,40.9%,368,185,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,19,185
1120,San Luis Rio Colorado,2943,3178,3384,3628,62,1110,543,1451,737,878,49.2%,1783,892,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,90,892
1121,San Luis Rio Colorado,2898,3129,3332,3572,225,1513,324,966,1010,1057,63.9%,2283,1142,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,12,115,1142
1122,San Luis Rio Colorado,2401,2593,2761,2960,194,1093,529,946,659,547,45.0%,1332,667,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,67,667
1123,San Luis Rio Colorado,1647,1778,1894,2031,57,740,266,763,520,432,51.8%,1051,526,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,53,526
1124,San Luis Rio Colorado,639,690,734,786,21,231,57,282,163,162,45.6%,358,180,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,18,180
1125,San Luis Rio Colorado,1119,1208,1286,1378,36,619,137,344,284,243,42.2%,581,291,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,30,291
1126,San Luis Rio Colorado,1592,1719,1830,1962,110,889,163,657,541,442,55.4%,1086,544,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,55,544
1127,San Luis Rio Colorado,2539,2742,2919,3129,104,942,393,1308,806,978,63.0%,1971,986,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,99,986
1128,San Luis Rio Colorado,806,870,926,992,70,388,109,271,202,229,47.9%,475,238,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,24,238
1129,San Luis Rio Colorado,2495,2694,2869,3076,149,1294,391,963,876,723,57.4%,1766,884,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,89,884
1130,San Luis Rio Colorado,2721,2938,3129,3355,79,1256,320,981,765,482,41.1%,1377,689,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,69,689
1131,San Luis Rio Colorado,514,555,591,633,23,181,64,163,135,168,52.8%,334,168,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,17,168
1132,San Luis Rio Colorado,2713,2930,3119,3344,95,1199,461,1113,719,526,41.1%,1375,688,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,69,688
1133,San Luis Rio Colorado,2168,2341,2493,2673,120,1225,278,1153,663,868,63.3%,1691,846,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,85,846
1134,San Luis Rio Colorado,690,745,793,850,35,266,73,274,277,173,58.4%,496,249,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,25,249
1135,San Luis Rio Colorado,2730,2948,3139,3366,162,1210,477,1166,831,921,57.5%,1936,969,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,97,969
1136,San Luis Rio Colorado,635,685,730,782,27,255,97,176,207,178,54.2%,424,213,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,22,213
1137,San Luis Rio Colorado,2134,2304,2454,2631,101,774,225,957,620,616,51.9%,1365,683,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,69,683
1138,San Luis Rio Colorado,1682,1816,1934,2073,109,795,232,493,579,417,53.1%,1099,550,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,55,550
1139,San Luis Rio Colorado,966,1043,1110,1189,42,548,112,529,277,382,61.2%,727,364,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,37,364
1140,San Luis Rio Colorado,1985,2143,2282,2446,73,852,436,780,585,651,55.8%,1365,683,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,69,683
1141,San Luis Rio Colorado,2150,2322,2472,2650,143,1055,280,1015,451,630,45.1%,1194,598,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,60,598
1142,San Luis Rio Colorado,774,835,890,954,47,262,124,316,220,191,47.5%,453,227,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,23,227
1143,San Luis Rio Colorado,1280,1382,1472,1578,45,611,169,527,461,404,60.5%,955,478,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,48,478
1144,San Luis Rio Colorado,2590,2797,2978,3193,139,895,467,973,622,849,50.9%,1625,813,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,82,813
1145,San Luis Rio Colorado,1300,1404,1494,1601,49,749,136,698,493,330,56.8%,908,455,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,46,455
1146,San Luis Rio Colorado,2321,2506,2669,2862,202,1115,292,1066,670,429,42.4%,1213,607,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,61,607
1147,San Luis Rio Colorado,1106,1194,1271,1362,50,567,83,439,328,296,50.6%,689,345,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,35,345
1148,San Luis Rio Colorado,2292,2475,2635,2825,139,1069,320,823,828,551,53.9%,1523,762,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,77,762
1149,San Luis Rio Colorado,2838,3065,3263,3498,137,1293,497,1303,757,834,50.3%,1758,880,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,88,880
1150,San Luis Rio Colorado,1064,1149,1223,1311,74,474,94,474,343,255,50.4%,660,331,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,34,331
1151,San Luis Rio Colorado,1069,1154,1229,1317,35,600,217,419,417,280,58.4%,769,385,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,39,385
1152,San Luis Rio Colorado,2805,3029,3225,3458,124,1396,439,807,828,1018,59.0%,2040,1021,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,103,1021
1153,San Luis Rio Colorado,761,821,875,938,18,315,107,296,168,182,41.1%,385,193,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,20,193
1154,San Luis Rio Colorado,2707,2923,3113,3338,142,1108,525,1005,1002,801,59.7%,1992,997,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,100,997
1155,San Luis Rio Colorado,1272,1373,1462,1567,83,664,146,524,260,334,41.9%,655,328,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,33,328
1156,San Luis Rio Colorado,2990,3229,3438,3686,84,1394,501,1078,647,761,42.2%,1555,778,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,78,778
1157,San Luis Rio Colorado,2844,3071,3270,3506,228,1339,595,1147,914,664,49.7%,1743,872,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,88,872
1158,San Luis Rio Colorado,1654,1786,1902,2039,102,578,195,827,640,545,64.2%,1308,655,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,66,655
1159,San Luis Rio Colorado,1271,1372,1461,1566,67,557,122,427,400,401,56.5%,884,443,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,45,443
1160,San Luis Rio Colorado,2318,2503,2665,2857,177,1036,432,1018,627,774,54.2%,1548,775,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,78,775
1161,San Luis Rio Colorado,2776,2998,3192,3422,112,1242,221,997,839,1036,60.5%,2071,1036,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,11,104,1036
1162,San Luis Rio Colorado,2434,2628,2799,3001,158,1033,217,859,713,834,56.9%,1709,855,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,86,855
1163,San Luis Rio Colorado,755,815,868,930,62,366,126,267,200,231,51.2%,475,238,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,24,238
1164,San Luis Rio Colorado,1181,1275,1358,1456,47,629,224,571,404,383,59.7%,869,435,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,44,435
1165,San Luis Rio Colorado,1081,1167,1243,1332,37,395,155,485,362,358,59.7%,795,398,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,4,40,398
1166,San Luis Rio Colorado,728,786,837,897,52,369,78,335,227,208,53.5%,480,241,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,3,25,241
1167,San Luis Rio Colorado,1404,1516,1614,1730,37,533,169,721,535,421,61.0%,1055,528,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,53,528
1168,San Luis Rio Colorado,2990,3229,3438,3686,92,1133,363,1421,1190,920,63.3%,2331,1166,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,3,12,117,1166
1169,San Luis Rio Colorado,571,616,656,703,37,239,63,243,159,124,44.4%,311,156,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,16,156
1170,San Luis Rio Colorado,687,741,790,847,49,379,110,319,178,181,46.8%,396,199,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,2,20,199
1171,San Luis Rio Colorado,2123,2292,2441,2617,111,1053,325,1002,646,435,45.6%,1194,598,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,60,598
1172,San Luis Rio Colorado,2740,2959,3150,3377,99,1342,409,1130,774,572,44.0%,1486,744,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,75,744
1173,San Luis Rio Colorado,2208,2384,2539,2722,89,1207,427,985,627,430,42.9%,1167,584,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,59,584
1174,San Luis Rio Colorado,1400,1512,1609,1724,58,716,284,644,443,332,49.6%,855,428,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,1,5,43,428
1175,San Luis Rio Colorado,2280,2462,2622,2811,88,1044,324,736,983,656,64.4%,1810,906,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,91,906
1176,San Luis Rio Colorado,2821,3046,3244,3478,167,1468,331,1057,733,652,44.0%,1529,765,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,77,765
1177,San Luis Rio Colorado,2108,2276,2424,2599,118,1103,342,665,543,756,55.2%,1435,718,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,72,718
1178,San Luis Rio Colorado,2934,3168,3374,3618,163,1362,430,924,744,755,45.8%,1656,829,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,9,83,829
1179,San Luis Rio Colorado,2833,3059,3257,3492,210,1468,427,846,921,789,54.1%,1889,945,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,95,945
1180,San Luis Rio Colorado,2077,2243,2388,2560,162,1113,339,740,596,689,55.4%,1419,710,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,8,71,710
1181,San Luis Rio Colorado,1985,2143,2282,2446,108,746,458,881,486,593,48.7%,1191,596,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,60,596
1182,San Luis Rio Colorado,1488,1607,1711,1834,63,615,186,500,528,489,61.3%,1123,562,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,57,562
1183,San Luis Rio Colorado,2025,2187,2328,2496,129,768,188,984,576,397,43.1%,1075,538,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,54,538
1184,San Luis Rio Colorado,2595,2802,2984,3199,147,962,297,948,1041,705,60.3%,1928,965,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,10,97,965
1185,San Luis Rio Colorado,1552,1676,1784,1912,91,555,247,633,401,518,53.1%,1014,508,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,6,51,508
1186,San Luis Rio Colorado,1579,1705,1815,1945,99,661,189,728,510,610,63.6%,1236,619,Competida (Swing),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,62,619
1187,San Luis Rio Colorado,1830,1976,2104,2256,166,978,180,755,635,544,57.7%,1302,652,Segura (Crecimiento Alto),Coordinador Estatal 1,Coordinador Distrito Federal 1,Coordinador Municipal San Luis Rio Colorado,1,2,7,66,652
