Seccion,Municipio,Nominal_2009,Nominal_2015,Nominal_2021,Proyeccion_Nominal_2027,Morena_2009,Oposicion_2009,Morena_2015,Oposicion_2015,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion
758,Nogales,1675,2548,2885,3827,51,798,433,1089,1003,805,64.6%,2471,1236,Segura (Crecimiento Alto)
759,San Luis Rio Colorado,2634,1839,2274,2199,79,1091,368,736,625,559,53.6%,1179,590,Segura (Crecimiento Alto)
760,Hermosillo,2427,1016,3046,5203,64,1160,80,417,665,720,46.8%,2437,1219,Competida (Swing)
761,Navojoa,1802,2574,2274,2628,135,965,291,1028,730,622,61.3%,1609,805,Segura (Crecimiento Alto)
762,Navojoa,2694,585,753,566,131,1114,104,205,204,176,51.9%,293,147,Segura (Crecimiento Alto)
763,Cajeme,559,590,3402,11603,21,238,58,275,1000,957,59.3%,6879,3440,Segura (Crecimiento Alto)
764,Hermosillo,2046,3035,2326,2616,49,859,343,1157,480,438,40.7%,1063,532,Segura (Crecimiento Alto)
765,San Luis Rio Colorado,2616,2978,1269,992,136,1230,572,1225,225,279,40.9%,405,203,Competida (Swing)
766,San Luis Rio Colorado,2302,1630,2201,2265,191,1256,120,604,616,498,52.2%,1181,591,Segura (Crecimiento Alto)
767,Guaymas,1216,629,2803,6970,38,571,114,210,700,563,46.5%,3237,1619,Segura (Crecimiento Alto)
768,Nogales,2603,1580,1429,1079,198,1088,188,677,353,356,51.1%,551,276,Competida (Swing)
769,Nogales,1059,2620,1779,2804,65,382,259,938,522,461,56.9%,1596,799,Segura (Crecimiento Alto)
770,San Luis Rio Colorado,2021,3125,1216,1176,125,706,517,1126,325,348,57.0%,670,336,Competida (Swing)
771,Nogales,872,2606,1954,3652,48,427,173,895,449,572,53.8%,1966,984,Competida (Swing)
772,Hermosillo,904,3125,3025,6692,53,317,229,1011,660,570,41.9%,2805,1403,Segura (Crecimiento Alto)
773,Nogales,560,645,2370,5719,39,271,75,180,418,513,40.5%,2314,1158,Competida (Swing)
774,Hermosillo,1952,2220,715,521,64,714,298,870,215,149,52.4%,273,137,Favorable (Estable)
775,Cajeme,1188,1813,3291,5498,36,579,373,684,865,951,56.9%,3127,1564,Competida (Swing)
776,Cajeme,888,1896,2536,4403,37,352,246,901,888,650,62.5%,2751,1376,Segura (Crecimiento Alto)
777,Cajeme,1219,1149,3355,6479,50,501,147,447,692,786,45.4%,2941,1471,Competida (Swing)
778,Hermosillo,1607,1939,1930,2124,80,607,306,722,332,421,40.2%,854,428,Competida (Swing)
779,Navojoa,2742,949,2864,4817,89,1088,97,348,678,534,43.6%,2100,1051,Segura (Crecimiento Alto)
780,Guaymas,1240,1696,1190,1231,87,605,246,577,334,383,62.1%,764,383,Competida (Swing)
781,Guaymas,1152,658,2452,5268,54,608,133,274,494,682,49.4%,2603,1302,Competida (Swing)
782,Hermosillo,1335,2979,945,1204,44,664,476,882,229,219,48.8%,587,294,Favorable (Estable)
783,Hermosillo,1775,1502,1328,1148,115,920,205,384,402,414,63.3%,727,364,Competida (Swing)
784,Navojoa,1719,1726,2254,2603,105,963,306,763,526,599,51.4%,1338,670,Competida (Swing)
785,San Luis Rio Colorado,1009,2224,988,1308,62,410,293,750,293,255,57.1%,746,374,Favorable (Estable)
786,Guaymas,1860,1851,1327,1135,91,905,188,802,437,312,58.2%,660,331,Segura (Crecimiento Alto)
787,Cajeme,1912,1435,2802,3787,55,750,259,549,1047,679,63.5%,2404,1203,Segura (Crecimiento Alto)
788,Hermosillo,2726,3154,914,661,147,1086,449,1181,187,231,47.0%,310,156,Competida (Swing)
789,San Luis Rio Colorado,1623,2322,1918,2164,48,605,208,800,563,403,51.9%,1122,562,Segura (Crecimiento Alto)
790,Navojoa,2193,1763,1215,907,139,907,182,757,259,366,53.0%,480,241,Competida (Swing)
791,Hermosillo,871,723,869,882,49,418,99,297,247,165,48.8%,430,216,Segura (Crecimiento Alto)
792,Cajeme,2189,2080,951,669,140,800,224,969,206,172,40.9%,273,137,Favorable (Estable)
793,Hermosillo,1626,1481,1360,1243,78,621,113,609,307,399,53.5%,664,333,Competida (Swing)
794,Cajeme,1922,2824,2521,2977,149,937,548,1131,712,714,58.3%,1735,868,Competida (Swing)
795,Hermosillo,1236,1801,2929,4515,41,580,275,514,704,573,44.9%,2028,1015,Segura (Crecimiento Alto)
796,Navojoa,732,1905,2186,4098,37,319,263,530,563,799,64.2%,2632,1317,Competida (Swing)
797,San Luis Rio Colorado,642,1671,2799,5986,29,309,224,575,660,730,51.2%,3062,1532,Competida (Swing)
798,Navojoa,2116,935,2565,4085,107,816,91,360,597,803,56.3%,2298,1150,Competida (Swing)
799,Hermosillo,1471,1424,1051,896,93,812,174,617,264,179,43.4%,388,195,Segura (Crecimiento Alto)
800,Nogales,1616,1406,2567,3460,65,625,108,461,822,728,62.2%,2152,1077,Segura (Crecimiento Alto)
801,Cajeme,1107,1109,1139,1155,81,534,201,411,250,320,51.5%,595,298,Competida (Swing)
802,Guaymas,2576,1022,1023,714,138,1093,209,420,289,179,47.1%,336,169,Segura (Crecimiento Alto)
803,San Luis Rio Colorado,1708,1428,1917,2088,41,682,88,479,475,463,50.4%,1052,527,Segura (Crecimiento Alto)
804,Cajeme,2944,2414,672,369,80,1087,219,923,183,235,64.0%,236,119,Competida (Swing)
805,San Luis Rio Colorado,2386,2462,3331,3971,148,1212,247,954,1086,738,56.4%,2241,1121,Segura (Crecimiento Alto)
806,Cajeme,1579,3231,2139,2896,88,554,624,1180,466,427,43.0%,1245,623,Favorable (Estable)
807,Nogales,2277,1512,3072,4140,97,935,137,464,788,598,46.5%,1924,963,Segura (Crecimiento Alto)
808,Cajeme,1758,2841,2093,2462,133,846,227,919,683,616,64.0%,1575,788,Segura (Crecimiento Alto)
809,Navojoa,1568,2724,3431,5140,90,672,318,964,1108,1013,63.7%,3274,1638,Segura (Crecimiento Alto)
810,Cajeme,1643,1554,1345,1218,102,674,164,454,241,345,44.9%,546,274,Competida (Swing)
811,Nogales,2311,2880,2635,2847,133,1195,389,930,531,550,42.3%,1203,602,Competida (Swing)
812,San Luis Rio Colorado,1203,2008,3095,4968,81,554,266,936,805,810,53.8%,2671,1336,Competida (Swing)
813,San Luis Rio Colorado,1129,2214,1987,2839,61,618,293,659,453,334,40.8%,1158,580,Segura (Crecimiento Alto)
814,Nogales,2999,2264,2105,1773,109,1321,292,662,609,653,61.8%,1095,548,Competida (Swing)
815,Hermosillo,804,2117,899,1374,75,428,261,886,209,169,43.3%,594,298,Favorable (Estable)
816,San Luis Rio Colorado,655,709,1017,1279,33,226,89,222,203,230,43.9%,560,281,Competida (Swing)
817,Nogales,2983,1555,1327,912,216,1606,257,589,460,340,62.1%,566,284,Segura (Crecimiento Alto)
818,Cajeme,1500,2160,1306,1335,42,600,395,935,267,243,40.2%,536,269,Favorable (Estable)
819,Hermosillo,1592,2439,922,880,88,536,314,761,197,259,51.0%,448,225,Competida (Swing)
820,San Luis Rio Colorado,1703,552,1458,2161,120,794,41,176,524,386,64.3%,1390,696,Segura (Crecimiento Alto)
821,Guaymas,1827,2424,1309,1221,44,769,311,748,382,397,61.3%,749,375,Competida (Swing)
822,Cajeme,2730,2368,3391,3898,136,1319,204,1047,1213,878,63.6%,2477,1239,Segura (Crecimiento Alto)
823,Cajeme,2054,1981,1798,1683,56,924,338,822,395,410,46.1%,775,388,Competida (Swing)
824,Guaymas,713,1652,2796,5605,17,277,151,751,880,562,53.1%,2978,1490,Segura (Crecimiento Alto)
825,Navojoa,1100,2589,868,1166,76,513,435,1101,240,297,63.7%,742,372,Competida (Swing)
826,Cajeme,1093,1477,2097,2905,42,434,270,509,557,647,59.2%,1719,860,Competida (Swing)
827,Navojoa,2532,2502,2097,1914,61,1039,530,1034,442,490,45.8%,876,439,Competida (Swing)
828,Hermosillo,1008,1663,2426,3770,32,401,299,583,568,699,53.8%,2029,1015,Competida (Swing)
829,Navojoa,2515,2777,1353,1076,131,966,230,975,336,396,55.7%,599,300,Competida (Swing)
830,Hermosillo,1219,2832,2366,3736,81,675,264,1176,709,630,58.3%,2179,1090,Segura (Crecimiento Alto)
831,Cajeme,979,3065,2778,5607,38,577,350,1338,884,867,65.0%,3643,1822,Segura (Crecimiento Alto)
832,Guaymas,1515,1869,801,665,121,705,150,649,215,180,50.8%,337,169,Segura (Crecimiento Alto)
833,Cajeme,1314,913,1336,1441,118,664,86,341,358,470,63.8%,920,461,Competida (Swing)
834,Cajeme,733,2245,2501,5223,32,408,273,637,442,563,41.4%,2163,1082,Competida (Swing)
835,Guaymas,737,2368,3035,6820,32,309,308,816,637,746,47.0%,3202,1602,Competida (Swing)
836,San Luis Rio Colorado,1195,1602,761,690,35,491,194,810,131,169,40.6%,280,141,Competida (Swing)
837,Hermosillo,2142,2575,2120,2146,108,908,349,1139,442,509,46.2%,992,497,Competida (Swing)
838,Guaymas,1524,2880,577,602,91,562,534,1236,132,101,41.6%,250,126,Favorable (Estable)
839,Navojoa,1010,2619,2447,4315,36,509,420,817,529,572,46.4%,2001,1001,Competida (Swing)
840,Nogales,832,1898,2858,5411,37,405,260,848,769,996,63.6%,3443,1722,Competida (Swing)
841,Guaymas,1078,2020,2418,3712,82,585,135,706,614,391,42.8%,1590,796,Segura (Crecimiento Alto)
842,Hermosillo,1146,2690,1304,1846,60,387,457,942,376,287,52.4%,966,484,Favorable (Estable)
843,Guaymas,1754,1256,2734,3954,160,904,165,389,740,829,59.1%,2338,1170,Competida (Swing)
844,Guaymas,1846,1314,853,580,50,823,190,592,277,260,64.8%,376,189,Segura (Crecimiento Alto)
845,Navojoa,2476,1731,2976,3598,150,1003,119,629,574,697,44.0%,1583,792,Competida (Swing)
846,Guaymas,1470,3066,1531,1978,124,746,318,1240,428,355,52.7%,1042,522,Segura (Crecimiento Alto)
847,Navojoa,1156,2356,616,708,34,455,350,809,163,163,54.5%,386,194,Competida (Swing)
848,San Luis Rio Colorado,2420,2838,3415,4057,162,1015,198,1023,752,794,46.6%,1892,947,Competida (Swing)
849,Guaymas,2268,2421,2837,3176,120,1126,385,1135,596,793,50.4%,1601,801,Competida (Swing)
850,San Luis Rio Colorado,2333,2805,2205,2192,89,927,485,1278,628,398,47.9%,1050,526,Segura (Crecimiento Alto)
851,Cajeme,2300,1871,3049,3724,214,1235,376,694,851,988,62.2%,2314,1158,Competida (Swing)
852,San Luis Rio Colorado,2703,1856,809,454,148,915,265,795,142,180,40.9%,185,93,Competida (Swing)
853,Guaymas,631,679,1228,1771,26,251,62,325,288,192,40.2%,712,357,Segura (Crecimiento Alto)
854,Hermosillo,1513,2382,2328,2970,99,734,284,654,501,502,44.4%,1317,659,Competida (Swing)
855,Guaymas,2341,1357,3032,4266,81,1177,121,430,858,554,48.0%,2047,1024,Segura (Crecimiento Alto)
856,Nogales,2409,2771,3280,3827,187,1202,422,817,887,640,48.0%,1836,919,Segura (Crecimiento Alto)
857,Nogales,2486,687,2620,5357,90,1363,69,284,790,640,56.3%,3013,1507,Segura (Crecimiento Alto)
858,Guaymas,768,2985,836,1741,28,411,260,989,193,228,51.8%,901,451,Competida (Swing)
859,Navojoa,2989,672,1169,1148,100,1405,92,201,445,290,64.8%,743,372,Segura (Crecimiento Alto)
860,Hermosillo,922,1934,2553,4362,53,477,166,670,713,695,56.8%,2479,1240,Segura (Crecimiento Alto)
861,Navojoa,1468,744,1785,2593,81,719,78,313,380,437,47.2%,1223,612,Competida (Swing)
862,Hermosillo,846,2830,852,1553,55,472,484,1054,155,184,41.0%,636,319,Competida (Swing)
863,San Luis Rio Colorado,614,2493,1711,4060,33,220,401,925,442,561,60.4%,2453,1227,Competida (Swing)
864,San Luis Rio Colorado,1264,3018,1923,2908,47,629,457,1057,505,548,56.4%,1640,821,Competida (Swing)
865,Cajeme,2801,570,3050,8470,173,1577,83,206,663,875,52.0%,4401,2201,Competida (Swing)
866,Hermosillo,1286,934,2771,5116,58,544,131,412,794,641,53.4%,2730,1366,Segura (Crecimiento Alto)
867,Nogales,2848,946,1661,1734,235,1327,136,412,492,535,63.7%,1104,553,Competida (Swing)
868,San Luis Rio Colorado,617,2265,1171,2452,32,269,191,791,426,310,64.7%,1587,794,Segura (Crecimiento Alto)
869,Guaymas,998,2094,1682,2440,45,434,178,776,377,344,44.2%,1077,539,Segura (Crecimiento Alto)
870,San Luis Rio Colorado,1993,1391,1133,856,81,895,111,579,394,283,61.5%,526,264,Segura (Crecimiento Alto)
871,San Luis Rio Colorado,1262,2694,1002,1255,48,443,210,946,241,184,43.7%,548,275,Segura (Crecimiento Alto)
872,Hermosillo,1254,3017,2758,4578,71,517,663,1186,665,621,48.0%,2199,1100,Favorable (Estable)
873,San Luis Rio Colorado,1149,672,1491,2090,42,518,139,275,269,364,43.7%,913,457,Competida (Swing)
874,Cajeme,1628,1934,2110,2404,78,566,182,723,650,577,59.9%,1440,721,Segura (Crecimiento Alto)
875,San Luis Rio Colorado,540,3107,1367,4233,34,302,382,1371,360,437,60.1%,2542,1272,Competida (Swing)
876,Nogales,2150,1207,1052,753,139,1096,75,395,363,284,63.4%,477,239,Segura (Crecimiento Alto)
877,Guaymas,790,1320,615,657,22,404,109,499,138,122,43.6%,286,144,Segura (Crecimiento Alto)
878,Guaymas,1714,581,1580,2416,116,793,56,262,304,432,48.0%,1159,580,Competida (Swing)
879,Guaymas,1933,1986,1430,1249,83,946,254,621,397,353,54.1%,675,338,Segura (Crecimiento Alto)
880,San Luis Rio Colorado,2900,1711,1003,589,122,1337,182,533,184,249,44.5%,261,131,Competida (Swing)
881,San Luis Rio Colorado,1817,1139,2880,4543,93,941,219,428,630,696,47.5%,2156,1079,Competida (Swing)
882,Nogales,1505,1476,1462,1440,57,571,224,515,413,465,61.9%,891,446,Competida (Swing)
883,Hermosillo,545,2382,2176,5749,33,300,214,1096,586,557,54.1%,3112,1557,Segura (Crecimiento Alto)
884,Navojoa,2236,921,2808,4858,60,925,117,242,984,714,62.3%,3027,1514,Segura (Crecimiento Alto)
885,Cajeme,1671,2722,1994,2354,72,936,228,1013,554,590,59.1%,1391,696,Competida (Swing)
886,Navojoa,1064,1465,2263,3305,31,462,131,467,570,584,52.5%,1736,869,Competida (Swing)
887,Nogales,542,2532,1276,3301,22,261,218,994,248,294,43.7%,1443,722,Competida (Swing)
888,Cajeme,838,3195,1940,4287,34,459,616,1140,452,468,48.9%,2094,1048,Competida (Swing)
889,Cajeme,2290,966,2816,4698,160,914,65,323,731,861,58.3%,2737,1369,Competida (Swing)
890,San Luis Rio Colorado,2076,2842,1166,1037,131,865,274,1461,225,298,46.2%,479,240,Competida (Swing)
891,Guaymas,1440,2644,722,761,110,644,431,896,265,166,61.5%,467,234,Favorable (Estable)
892,Navojoa,2001,1581,3050,4146,106,1003,143,714,641,901,52.1%,2159,1080,Competida (Swing)
893,Nogales,1916,2272,1550,1447,114,840,332,944,399,266,44.2%,639,320,Segura (Crecimiento Alto)
894,Nogales,2271,710,2258,3943,197,1233,111,207,834,535,62.5%,2463,1232,Segura (Crecimiento Alto)
895,Hermosillo,1480,1979,2927,4121,98,816,282,711,580,615,42.1%,1733,867,Competida (Swing)
896,Hermosillo,2227,2329,2751,3063,174,1003,376,728,592,789,51.7%,1584,793,Competida (Swing)
897,San Luis Rio Colorado,593,1107,963,1317,29,295,224,468,168,240,43.6%,574,288,Competida (Swing)
898,Guaymas,990,1087,3064,6000,40,464,112,410,755,684,48.4%,2904,1453,Segura (Crecimiento Alto)
899,San Luis Rio Colorado,1661,773,2797,5711,53,969,121,239,907,603,55.6%,3177,1589,Segura (Crecimiento Alto)
900,Guaymas,2358,2203,2527,2629,53,879,328,630,471,547,41.5%,1091,546,Competida (Swing)
901,Cajeme,1234,2563,2156,3145,44,683,255,958,592,631,58.4%,1837,919,Competida (Swing)
902,Navojoa,1933,2257,2509,2859,83,1010,343,927,594,623,50.0%,1428,715,Competida (Swing)
903,Guaymas,1437,881,3169,6670,70,552,146,329,683,655,43.5%,2902,1452,Segura (Crecimiento Alto)
904,Cajeme,1882,804,1120,1019,61,860,114,307,316,303,57.0%,580,291,Segura (Crecimiento Alto)
905,Nogales,2813,3021,2046,1791,177,1180,349,1048,537,696,62.1%,1112,557,Competida (Swing)
906,Nogales,2757,1706,2823,3209,169,1159,198,598,618,743,49.7%,1594,798,Competida (Swing)
907,San Luis Rio Colorado,1156,1931,1190,1360,73,649,145,669,366,315,59.0%,802,402,Segura (Crecimiento Alto)
908,Navojoa,2486,1265,3329,5227,92,1126,174,410,614,777,43.0%,2250,1126,Competida (Swing)
909,Guaymas,2662,1042,680,354,183,1401,114,356,159,224,57.9%,205,103,Competida (Swing)
910,Navojoa,1030,1706,2502,3906,34,423,268,543,620,518,46.9%,1831,916,Segura (Crecimiento Alto)
911,Cajeme,1545,598,1260,1571,40,716,117,256,332,215,44.7%,701,351,Segura (Crecimiento Alto)
912,Nogales,2327,1293,982,645,121,878,187,364,288,227,54.0%,348,175,Segura (Crecimiento Alto)
913,San Luis Rio Colorado,2620,2135,3398,4088,104,1160,256,647,836,793,49.4%,2019,1010,Segura (Crecimiento Alto)
914,Nogales,1911,2448,1169,1027,106,777,273,1240,347,273,54.7%,561,281,Segura (Crecimiento Alto)
915,Navojoa,1844,840,2894,5644,46,726,123,330,755,964,61.2%,3455,1728,Competida (Swing)
916,Cajeme,2758,2015,2344,2219,120,1400,370,766,555,661,53.5%,1186,594,Competida (Swing)
917,Navojoa,1083,2820,2153,3624,70,488,375,934,606,654,60.3%,2184,1093,Competida (Swing)
918,San Luis Rio Colorado,2196,3086,1394,1294,92,850,409,796,301,375,49.9%,646,324,Competida (Swing)
919,Guaymas,1596,2006,2804,3721,52,584,227,825,917,575,54.9%,2040,1021,Segura (Crecimiento Alto)
920,Nogales,1277,1548,654,534,57,587,239,519,168,186,55.7%,297,149,Competida (Swing)
921,Nogales,506,722,3154,9139,23,236,84,336,1002,777,58.1%,5314,2658,Segura (Crecimiento Alto)
922,Guaymas,1401,1075,2112,2884,75,783,131,358,580,376,46.6%,1345,673,Segura (Crecimiento Alto)
923,San Luis Rio Colorado,2319,2450,3435,4222,165,1146,347,1151,798,620,42.5%,1795,898,Segura (Crecimiento Alto)
924,Hermosillo,2168,2809,583,438,94,1202,302,1098,111,139,44.1%,193,97,Competida (Swing)
925,Guaymas,1901,2984,3039,3932,145,931,413,1146,866,775,55.6%,2187,1094,Segura (Crecimiento Alto)
926,Nogales,2237,673,2702,5830,148,905,75,192,735,925,63.3%,3691,1846,Competida (Swing)
927,Hermosillo,2732,2444,924,587,157,1078,272,1239,213,272,54.1%,317,159,Competida (Swing)
928,Cajeme,645,601,1589,2840,45,279,55,182,550,445,64.5%,1831,916,Segura (Crecimiento Alto)
929,Cajeme,2575,3086,2472,2471,112,1378,299,1002,649,627,53.2%,1314,658,Segura (Crecimiento Alto)
930,Guaymas,2442,1380,2241,2452,83,1085,122,451,439,607,48.1%,1179,590,Competida (Swing)
931,Cajeme,2925,1904,2425,2333,176,1573,227,726,585,659,52.9%,1233,617,Competida (Swing)
932,Guaymas,613,2125,1543,3234,22,313,331,655,519,442,64.2%,2074,1038,Segura (Crecimiento Alto)
933,Cajeme,1945,1469,2526,3125,95,746,114,503,616,508,45.8%,1432,717,Segura (Crecimiento Alto)
934,San Luis Rio Colorado,2639,979,3109,5513,118,1115,120,297,1078,700,58.9%,3248,1625,Segura (Crecimiento Alto)
935,San Luis Rio Colorado,529,712,3274,9730,22,243,54,270,1121,693,57.1%,5557,2779,Segura (Crecimiento Alto)
936,Navojoa,504,1207,1696,3222,37,221,153,430,426,436,52.4%,1686,844,Competida (Swing)
937,San Luis Rio Colorado,2288,2117,2732,3026,188,1170,174,877,658,832,56.2%,1701,851,Competida (Swing)
938,Nogales,525,814,592,674,26,198,102,282,146,194,59.1%,398,200,Competida (Swing)
939,Navojoa,2355,867,1858,2332,210,1247,89,352,490,595,60.2%,1403,702,Competida (Swing)
940,San Luis Rio Colorado,904,2351,2904,5569,46,317,247,1101,811,503,46.6%,2596,1299,Segura (Crecimiento Alto)
941,Hermosillo,2550,571,3309,9958,99,1496,105,251,747,1038,55.6%,5537,2769,Competida (Swing)
942,Guaymas,2904,2162,1336,910,214,1234,396,949,300,245,42.0%,382,192,Favorable (Estable)
943,Nogales,2461,2656,2355,2314,109,868,283,1285,576,718,56.6%,1310,656,Competida (Swing)
944,Hermosillo,1140,1196,918,833,67,551,107,469,212,215,47.9%,399,200,Competida (Swing)
945,Cajeme,1835,758,1745,2369,137,965,69,285,405,534,55.5%,1314,658,Competida (Swing)
946,Hermosillo,2068,1221,2469,3225,116,1077,206,562,656,636,53.9%,1738,870,Segura (Crecimiento Alto)
947,Guaymas,2246,1643,1506,1241,131,900,214,458,324,405,49.9%,618,310,Competida (Swing)
948,Navojoa,2789,1393,2512,2892,182,1002,105,577,691,869,64.0%,1851,926,Competida (Swing)
949,Navojoa,1788,3149,698,692,72,845,281,947,137,160,43.8%,303,152,Competida (Swing)
950,Hermosillo,920,2237,3263,6346,58,394,485,870,571,787,42.9%,2720,1361,Competida (Swing)
951,Navojoa,2675,1845,2049,1844,127,1040,160,821,450,404,42.9%,791,396,Segura (Crecimiento Alto)
952,San Luis Rio Colorado,644,1632,1622,2861,36,309,123,554,543,384,58.9%,1684,843,Segura (Crecimiento Alto)
953,Guaymas,2774,1676,2089,1932,109,1131,254,545,479,680,57.2%,1104,553,Competida (Swing)
954,Cajeme,1268,2711,3218,5349,45,612,468,1087,808,642,46.4%,2483,1242,Segura (Crecimiento Alto)
955,Cajeme,571,2135,2769,6972,29,196,391,791,888,613,55.9%,3895,1948,Segura (Crecimiento Alto)
956,Nogales,1818,1778,1222,1017,70,917,219,872,388,347,61.9%,630,316,Segura (Crecimiento Alto)
957,Navojoa,2475,1123,1141,838,129,875,175,381,243,336,52.2%,437,219,Competida (Swing)
958,Guaymas,848,752,1828,3032,38,496,73,370,458,577,58.3%,1768,885,Competida (Swing)
959,Navojoa,717,934,1018,1217,51,356,114,269,223,197,42.4%,516,259,Segura (Crecimiento Alto)
960,Navojoa,2214,1323,1217,923,79,1158,242,437,303,266,48.2%,444,223,Segura (Crecimiento Alto)
961,Navojoa,1362,2582,1722,2206,42,681,335,802,346,488,49.9%,1100,551,Competida (Swing)
962,Nogales,2086,2314,1626,1473,185,1047,197,808,417,499,58.1%,855,428,Competida (Swing)
963,Nogales,1781,1791,2319,2667,151,931,188,713,438,588,45.6%,1215,608,Competida (Swing)
964,Cajeme,1217,749,2682,5627,42,648,132,267,669,916,60.9%,3428,1715,Competida (Swing)
965,Guaymas,642,2700,2037,5051,19,270,360,885,527,719,63.0%,3183,1592,Competida (Swing)
966,Guaymas,2964,702,900,683,125,1308,64,345,283,189,54.0%,368,185,Segura (Crecimiento Alto)
967,Nogales,2384,2674,1520,1284,106,1361,233,1095,452,290,50.3%,645,323,Segura (Crecimiento Alto)
968,San Luis Rio Colorado,994,571,2991,8692,68,529,53,268,649,639,44.4%,3856,1929,Segura (Crecimiento Alto)
969,Guaymas,1957,3175,2941,3747,108,1013,439,824,950,833,62.5%,2341,1171,Segura (Crecimiento Alto)
970,Hermosillo,905,1990,2121,3462,59,367,202,768,394,482,42.6%,1473,737,Competida (Swing)
971,Nogales,881,3234,1124,2258,31,388,278,1212,327,300,57.5%,1297,649,Segura (Crecimiento Alto)
972,Nogales,1584,1632,607,425,46,845,280,544,146,153,50.7%,215,108,Competida (Swing)
973,Guaymas,2467,3004,2015,1902,138,1186,545,1015,503,478,50.2%,954,478,Favorable (Estable)
974,Guaymas,1241,1371,1711,2012,60,443,136,422,490,420,54.8%,1103,552,Segura (Crecimiento Alto)
975,Navojoa,2637,2822,2970,3152,100,1393,265,1126,1040,745,62.0%,1952,977,Segura (Crecimiento Alto)
976,Guaymas,635,2442,1526,3411,25,338,484,884,331,438,51.9%,1770,886,Competida (Swing)
977,Navojoa,2820,570,1040,1053,75,1336,43,220,240,315,55.0%,579,290,Competida (Swing)
978,Guaymas,1502,1897,3099,4488,47,682,279,795,712,587,43.2%,1939,970,Segura (Crecimiento Alto)
979,Hermosillo,1673,2049,1705,1753,58,831,314,670,373,348,43.6%,763,382,Segura (Crecimiento Alto)
980,Hermosillo,1520,1156,3370,6193,94,653,156,523,969,650,49.5%,3067,1534,Segura (Crecimiento Alto)
981,Navojoa,847,1829,1473,2183,32,414,227,571,472,381,59.7%,1302,652,Segura (Crecimiento Alto)
982,Navojoa,506,2156,3264,9424,22,208,284,698,902,734,51.7%,4867,2434,Segura (Crecimiento Alto)
983,Cajeme,1471,2756,1744,2185,59,710,352,789,438,301,43.6%,953,477,Segura (Crecimiento Alto)
984,Navojoa,1520,3240,706,829,72,736,445,1565,211,145,51.8%,429,215,Favorable (Estable)
985,Cajeme,2612,1966,1742,1427,113,1267,174,768,490,425,54.1%,772,387,Segura (Crecimiento Alto)
986,Hermosillo,2279,2452,1335,1081,95,1170,219,995,402,424,63.7%,689,345,Competida (Swing)
987,San Luis Rio Colorado,1877,811,3104,6610,149,855,69,352,806,642,48.1%,3177,1589,Segura (Crecimiento Alto)
988,Hermosillo,1734,707,2707,5734,58,980,101,184,824,804,62.0%,3554,1778,Segura (Crecimiento Alto)
989,Hermosillo,799,1388,2726,5044,20,320,207,623,745,642,52.4%,2644,1323,Segura (Crecimiento Alto)
990,Nogales,2778,2563,1591,1227,87,1075,458,890,294,390,44.3%,543,272,Competida (Swing)
991,San Luis Rio Colorado,1769,2351,1674,1708,82,729,360,970,341,434,47.7%,814,408,Competida (Swing)
992,Guaymas,2086,1695,680,412,60,957,158,547,228,170,60.3%,248,125,Segura (Crecimiento Alto)
993,Hermosillo,1281,2871,933,1197,61,541,424,1165,225,175,44.2%,528,265,Favorable (Estable)
994,Hermosillo,2825,938,662,343,220,1513,139,364,130,132,40.8%,139,70,Competida (Swing)
995,Nogales,2830,1324,1475,1166,111,1303,167,529,431,278,49.5%,577,289,Segura (Crecimiento Alto)
996,Cajeme,2517,667,1842,2787,134,948,103,195,649,485,63.5%,1768,885,Segura (Crecimiento Alto)
997,Cajeme,682,3198,994,2484,20,300,618,1203,280,201,49.8%,1237,619,Favorable (Estable)
998,Guaymas,2705,2640,2972,3123,66,1177,332,1021,772,692,50.8%,1585,793,Segura (Crecimiento Alto)
999,Hermosillo,1702,3148,3058,4313,119,655,440,1162,898,815,57.7%,2489,1245,Segura (Crecimiento Alto)
1000,Hermosillo,1539,3008,2074,2741,73,742,397,1095,516,648,57.8%,1584,793,Competida (Swing)
1001,Guaymas,2698,2219,2883,3058,137,1374,169,715,556,627,42.3%,1292,647,Competida (Swing)
1002,San Luis Rio Colorado,2495,1614,1128,759,138,1284,170,503,252,246,45.5%,345,173,Segura (Crecimiento Alto)
1003,Navojoa,1129,2633,2694,4519,29,474,284,808,859,597,55.7%,2517,1259,Segura (Crecimiento Alto)
1004,San Luis Rio Colorado,576,2575,823,1971,31,327,251,923,262,166,53.6%,1056,529,Favorable (Estable)
1005,Cajeme,1072,2463,2668,4509,40,381,329,1169,654,481,43.9%,1977,989,Segura (Crecimiento Alto)
1006,San Luis Rio Colorado,1962,2345,2112,2213,108,685,378,723,633,409,50.9%,1125,563,Segura (Crecimiento Alto)
1007,Navojoa,1265,3017,3341,5834,98,678,344,1288,818,601,43.8%,2552,1277,Segura (Crecimiento Alto)
1008,San Luis Rio Colorado,2350,2134,1010,697,137,1042,414,853,283,330,62.5%,435,218,Competida (Swing)
1009,Guaymas,2762,791,2097,3079,201,1129,125,289,696,434,55.5%,1709,855,Segura (Crecimiento Alto)
1010,Hermosillo,2365,2893,1375,1167,80,1373,451,846,336,298,47.5%,554,278,Favorable (Estable)
